unique_key,created_date,closed_date,resolution_action_updated_date,status,status_notes,agency_name,category,complaint_type,descriptor,incident_address,supervisor_district,neighborhood,location,source,media_url,latitude,longitude,police_district
9948500,2018-12-18 06:38:00 UTC,2018-12-19 16:50:04 UTC,2018-12-19 16:50:04 UTC,Closed,Customer may follow up with Muni Customer Service if desired at 415.701.5649 or MuniCustomerService@SFMTA.com,MUNI Work Queue,MUNI Feedback,MUNI - Conduct_Unsafe_Operation,106_Collision,Intersection of GRAND VIEW AVE and ELIZABETH ST,8,Upper Market,POINT (-122.44274139 37.75157166),Phone,,37.751571655273,-122.442741394043,MISSION
6120316,2016-07-25 16:37:05 UTC,,2016-07-25 19:22:15 UTC,Open,open,MUNI Work Queue,MUNI Feedback,MUNI - Conduct_Unsafe_Operation,108_General_Careless_Operation,Intersection of OCEAN AVE and ASHTON AVE,7,Ingleside Terraces,POINT (-122.46221161 37.7252655),Phone,,37.72526550293,-122.462211608887,TARAVAL
7362855,2017-07-11 20:07:27 UTC,2017-07-12 09:20:11 UTC,2017-07-12 09:20:11 UTC,Closed,"Record documented and forwarded to division manager. If follow up requested, customer to call Muni Customer Service 415-701-5649.",MUNI Work Queue,MUNI Feedback,MUNI - Conduct_Unsafe_Operation,107_Fall_Boarding_On_Board_Alighting_Injury,Intersection of EVANS AVE and CESAR CHAVEZ ST,10,Produce Market,POINT (-122.39728546 37.74968338),Phone,,37.749683380127,-122.397285461426,BAYVIEW
11196693,2019-07-29 14:31:00 UTC,2019-07-30 10:33:00 UTC,2019-07-30 10:33:00 UTC,Closed,"Patron to file a claim with SF City Attorney's Office 415-554-3800 or by going to https://www.sfcityattorney.org/claims/. Copy of report was sent to division manager.  If follow up requested with Muni, customer to call Muni Customer Service 415-701-5649.",MUNI Work Queue,MUNI Feedback,MUNI - Conduct_Unsafe_Operation,107_Fall_Boarding_On_Board_Alighting_Injury,Intersection of OCEAN AVE and JULES AVE,7,Mt. Davidson Manor,POINT (-122.46121216 37.72494888),Phone,,37.724948883057,-122.461212158203,TARAVAL
11403614,2019-09-11 20:11:00 UTC,2019-10-10 14:43:02 UTC,2019-10-10 14:43:02 UTC,Closed,Customer may follow up with Muni Customer Service if desired at 415.701.5649 or MuniCustomerService@SFMTA.com,MUNI Work Queue,MUNI Feedback,MUNI - Conduct_Unsafe_Operation,102_Speeding,Intersection of PLYMOUTH AVE and MANGELS AVE,7,Westwood Highlands,POINT (-122.45768738 37.73217773),Phone,,37.732177734375,-122.45768737793,INGLESIDE
3690890,2014-05-30 10:27:06 UTC,2014-06-03 16:20:29 UTC,2014-06-03 16:20:29 UTC,Closed,psr 454805,MUNI Work Queue,MUNI Feedback,MUNI - Conduct_Unsafe_Operation,104_Using_Mobile_Phone_or_Radio,Intersection of SLOAT BLVD and SYLVAN DR,7,Merced Manor,POINT (-122.48552704 37.73419571),Phone,,37.734195709229,-122.485527038574,TARAVAL
4771721,2015-05-24 13:09:28 UTC,2015-07-15 11:03:31 UTC,2015-07-15 11:03:31 UTC,Closed,PSR 476453,MUNI Work Queue,MUNI Feedback,MUNI - Conduct_Unsafe_Operation,107_Fall_Boarding_On_Board_Alighting_Injury,Intersection of LAGUNA ST and GEARY BLVD,5,Japantown,POINT (-122.42798615 37.78495407),Phone,,37.784954071045,-122.42798614502,NORTHERN
4750386,2015-05-16 15:52:38 UTC,2015-05-20 14:22:15 UTC,2015-05-20 14:22:15 UTC,Closed,PSR 476005,MUNI Work Queue,MUNI Feedback,MUNI - Conduct_Unsafe_Operation,108_General_Careless_Operation,Intersection of 30TH ST and CHURCH ST,8,Fairmount,POINT (-122.42684937 37.74207687),Phone,,37.742076873779,-122.426849365234,INGLESIDE
8011802,2017-09-12 18:54:00 UTC,2017-10-11 11:29:00 UTC,2017-10-11 11:29:00 UTC,Closed,Follow up with MCS if desired 10/11/17kjs,MUNI Work Queue,MUNI Feedback,MUNI - Conduct_Unsafe_Operation,107_Fall_Boarding_On_Board_Alighting_Injury,Intersection of ULLOA ST and WEST PORTAL AVE,7,West Portal,POINT (-122.46582794 37.7408905),Phone,,37.74089050293,-122.465827941895,TARAVAL
8142844,2017-10-15 11:24:00 UTC,2017-10-17 13:15:00 UTC,2017-10-17 13:15:00 UTC,Closed,Follow up with MCS if desired 10/17/17kjs,MUNI Work Queue,MUNI Feedback,MUNI - Conduct_Unsafe_Operation,108_General_Careless_Operation,Intersection of LAGUNA HONDA BLVD and DEWEY BLVD,7,Laguna Honda,POINT (-122.45917511 37.74728775),Phone,,37.747287750244,-122.459175109863,PARK
8559630,2018-01-27 14:05:00 UTC,2018-01-30 10:48:00 UTC,2018-01-30 10:48:00 UTC,Closed,“Customer can follow up with Muni Customer Service by calling 415-701-5649 or by e-mail at municustomerservice@sfmta.com .”,MUNI Work Queue,MUNI Feedback,MUNI - Conduct_Unsafe_Operation,101_Running_Red_Light_Stop_Sign,Intersection of JONES ST and BAY ST,3,Fisherman's Wharf,POINT (-122.41688538 37.80521011),Phone,,37.805210113525,-122.416885375977,CENTRAL
10884373,2019-05-20 08:30:00 UTC,2019-06-10 12:23:02 UTC,2019-06-10 12:23:02 UTC,Closed,Customer may follow up with Muni Customer Service if desired at 415.701.5649 or MuniCustomerService@SFMTA.com,MUNI Work Queue,MUNI Feedback,MUNI - Conduct_Unsafe_Operation,108_General_Careless_Operation,Intersection of BROTHERHOOD WAY and JUNIPERO SERRA BLVD ON RAMP,7,Merced Heights,POINT (-122.47058105 37.7127037),Phone,,37.712703704834,-122.470581054688,TARAVAL
11058950,2019-06-28 13:07:00 UTC,2019-07-22 16:43:10 UTC,2019-07-22 16:43:10 UTC,Closed,Customer may follow up with Muni Customer Service if desired at 415.701.5649 or MuniCustomerService@SFMTA.com,MUNI Work Queue,MUNI Feedback,MUNI - Conduct_Unsafe_Operation,108_General_Careless_Operation,Intersection of ULLOA ST and WEST PORTAL AVE,7,West Portal,POINT (-122.46582794 37.7408905),Phone,,37.74089050293,-122.465827941895,TARAVAL
11545412,2019-10-13 14:51:00 UTC,2019-10-15 15:13:02 UTC,2019-10-15 15:13:02 UTC,Closed,"Patron to file a claim with SF City Attorney's Office 415-554-3800 or by going to https://www.sfcityattorney.org/claims/. Copy of report was sent to division manager.  If follow up requested with Muni, customer to call Muni Customer Service 415-701-5649.",MUNI Work Queue,MUNI Feedback,MUNI - Conduct_Unsafe_Operation,107_Fall_Boarding_On_Board_Alighting_Injury,Intersection of CARL ST and COLE ST,5,Cole Valley,POINT (-122.4499588 37.76580048),Phone,,37.765800476074,-122.44995880127,PARK
4419456,2015-01-22 16:51:22 UTC,2015-01-29 10:24:47 UTC,2015-01-29 10:24:47 UTC,Closed,to PSR #468775,MUNI Work Queue,MUNI Feedback,MUNI - Conduct_Unsafe_Operation,107_Fall_Boarding_On_Board_Alighting_Injury,Intersection of 2ND ST and TOWNSEND ST,6,South Beach,POINT (-122.39052582 37.78060532),Phone,,37.780605316162,-122.390525817871,SOUTHERN
4700630,2015-04-27 15:52:42 UTC,2015-04-30 09:40:11 UTC,2015-04-30 09:40:11 UTC,Closed,474736,MUNI Work Queue,MUNI Feedback,MUNI - Conduct_Unsafe_Operation,102_Speeding,Intersection of THE EMBARCADERO and GREEN ST,3,Northern Waterfront,POINT (-122.39913177 37.80089569),Phone,,37.800895690918,-122.399131774902,CENTRAL
4603432,2015-03-24 15:35:58 UTC,2015-03-24 15:46:47 UTC,2015-03-24 15:46:47 UTC,Closed,Transferred: To PSR 472826,MUNI Work Queue,MUNI Feedback,MUNI - Conduct_Unsafe_Operation,106_Collision,Intersection of PORTOLA DR and JUNIPERO SERRA BLVD,7,Merced Manor,POINT (-122.47157288 37.73470688),Phone,,37.734706878662,-122.471572875977,TARAVAL
5279655,2015-11-12 16:29:39 UTC,,2015-11-12 16:36:03 UTC,Open,open,MUNI Work Queue,MUNI Feedback,MUNI - Conduct_Unsafe_Operation,101_Running_Red_Light_Stop_Sign,Intersection of VICENTE ST and PORTOLA DR,7,St. Francis Wood,POINT (-122.46615601 37.73923492),Phone,,37.739234924316,-122.466156005859,TARAVAL
5557895,2016-02-11 09:31:40 UTC,2016-02-12 11:10:48 UTC,2016-02-12 11:10:48 UTC,Closed,,MUNI Work Queue,MUNI Feedback,MUNI - Conduct_Unsafe_Operation,108_General_Careless_Operation,Intersection of KING ST and 4TH ST,6,Mission Bay,POINT (-122.39409637 37.77638245),Phone,,37.776382446289,-122.394096374512,SOUTHERN
5829055,2016-05-04 07:52:06 UTC,2016-05-06 09:17:04 UTC,2016-05-06 09:17:04 UTC,Closed,,MUNI Work Queue,MUNI Feedback,MUNI - Conduct_Unsafe_Operation,107_Fall_Boarding_On_Board_Alighting_Injury,Intersection of FILLMORE ST and GEARY BLVD,5,Japantown,POINT (-122.43291473 37.78435516),Phone,,37.784355163574,-122.432914733887,NORTHERN
6347321,2016-09-24 19:45:05 UTC,2016-09-27 14:24:46 UTC,2016-09-27 14:24:46 UTC,Closed,,MUNI Work Queue,MUNI Feedback,MUNI - Conduct_Unsafe_Operation,102_Speeding,Intersection of WOODSIDE AVE and HERNANDEZ AVE,7,Laguna Honda,POINT (-122.45546722 37.74632645),Phone,,37.746326446533,-122.455467224121,PARK
7089389,2017-04-27 15:32:20 UTC,2017-04-28 10:21:41 UTC,2017-04-28 10:21:41 UTC,Closed,"Record documented and forwarded to division manager. If follow up requested, customer to call Muni Customer Service 415-701-5649.",MUNI Work Queue,MUNI Feedback,MUNI - Conduct_Unsafe_Operation,101_Running_Red_Light_Stop_Sign,Intersection of DOUGLASS ST and ELIZABETH ST,8,Upper Market,POINT (-122.43855286 37.75182724),Phone,,37.75182723999,-122.438552856445,MISSION
8913581,2018-04-24 13:55:00 UTC,2018-04-25 10:00:00 UTC,2018-04-25 10:00:00 UTC,Closed,"Patron to file a claim with SF City Attorney’s Office 415-554-3800. Copy of report was sent to division manager.  If follow up requested with Muni, customer to call Muni Customer Service 415-701-5649.",MUNI Work Queue,MUNI Feedback,MUNI - Conduct_Unsafe_Operation,106_Collision,Intersection of 3RD ST and 22ND ST,10,Dogpatch,POINT (-122.38831329 37.75793839),Phone,,37.75793838501,-122.388313293457,BAYVIEW
4055673,2014-09-28 14:11:43 UTC,2014-10-03 11:05:46 UTC,2014-10-03 11:05:46 UTC,Closed,to PSR #461706,MUNI Work Queue,MUNI Feedback,MUNI - Conduct_Unsafe_Operation,108_General_Careless_Operation,Intersection of CESAR CHAVEZ ST and CONNECTICUT ST,10,Central Waterfront,POINT (-122.39627075 37.74974442),Phone,,37.749744415283,-122.396270751953,BAYVIEW
4769972,2015-05-23 12:36:17 UTC,2015-05-28 12:45:59 UTC,2015-05-28 12:45:59 UTC,Closed,476410,MUNI Work Queue,MUNI Feedback,MUNI - Conduct_Unsafe_Operation,106_Collision,Intersection of GEARY BLVD and LAGUNA ST,5,Japantown,POINT (-122.42798615 37.78495407),Phone,,37.784954071045,-122.42798614502,NORTHERN
5132749,2015-09-25 16:01:54 UTC,2015-10-05 11:52:00 UTC,2015-10-05 11:52:00 UTC,Closed,,MUNI Work Queue,MUNI Feedback,MUNI - Conduct_Unsafe_Operation,101_Running_Red_Light_Stop_Sign,Intersection of KING ST and 4TH ST,6,Mission Bay,POINT (-122.39409637 37.77638245),Phone,,37.776382446289,-122.394096374512,SOUTHERN
5350927,2015-12-06 21:17:57 UTC,2015-12-08 15:26:27 UTC,2015-12-08 15:26:27 UTC,Closed,,MUNI Work Queue,MUNI Feedback,MUNI - Conduct_Unsafe_Operation,102_Speeding,Intersection of BAY SHORE BLVD and OAKDALE AVE,10,Apparel City,POINT (-122.40524292 37.74304962),Phone,,37.743049621582,-122.405242919922,BAYVIEW
8399810,2017-12-18 10:29:00 UTC,2017-12-26 11:53:00 UTC,2017-12-26 11:53:00 UTC,Closed,Customer can follow up with Muni Customer Service by calling 415-701-5649 or by e-mail at municustomerservice@sfmta.com,MUNI Work Queue,MUNI Feedback,MUNI - Conduct_Unsafe_Operation,108_General_Careless_Operation,Intersection of 19TH AVE and RANDOLPH ST,11,Merced Heights,POINT (-122.46979523 37.71428299),Phone,,37.714282989502,-122.469795227051,TARAVAL
8755168,2018-03-17 12:23:00 UTC,2018-03-21 12:17:00 UTC,2018-03-21 12:17:00 UTC,Closed,Customer can follow up with Muni Customer Service by calling 415-701-5649 or by e-mail at municustomerservice@sfmta.com,MUNI Work Queue,MUNI Feedback,MUNI - Conduct_Unsafe_Operation,108_General_Careless_Operation,Intersection of 19TH AVE and HOLLOWAY AVE,7,Stonestown,POINT (-122.47521973 37.72105789),Phone,,37.721057891846,-122.475219726563,TARAVAL
10650462,2019-03-26 19:03:00 UTC,2019-06-27 12:23:03 UTC,2019-06-27 12:23:03 UTC,Closed,Customer may follow up with Muni Customer Service if desired at 415.701.5649 or MuniCustomerService@SFMTA.com,MUNI Work Queue,MUNI Feedback,MUNI - Conduct_Unsafe_Operation,108_General_Careless_Operation,Intersection of FREDERICK ST and WILLARD ST,5,Parnassus Heights,POINT (-122.45458984 37.76616669),Phone,,37.766166687012,-122.45458984375,PARK
5208373,2015-10-20 16:27:20 UTC,2015-10-30 17:23:11 UTC,2015-10-30 17:23:11 UTC,Closed,,MUNI Work Queue,MUNI Feedback,MUNI - Conduct_Unsafe_Operation,108_General_Careless_Operation,Intersection of EVANS AVE and 3RD ST,10,Central Waterfront,POINT (-122.38792419 37.74270248),Phone,,37.742702484131,-122.387924194336,BAYVIEW
9217349,2018-07-02 19:01:00 UTC,2018-07-03 10:56:00 UTC,2018-07-03 10:56:00 UTC,Closed,"Record documented and forwarded to division manager. If follow up requested, customer to call Muni Customer Service 415-701-5649.",MUNI Work Queue,MUNI Feedback,MUNI - Conduct_Unsafe_Operation,108_General_Careless_Operation,Intersection of CALIFORNIA ST and PALM AVE,2,Presidio Heights,POINT (-122.45806122 37.78582382),Phone,,37.785823822021,-122.458061218262,RICHMOND
9671327,2018-10-14 17:13:00 UTC,,2018-10-15 13:50:16 UTC,Open,open,MUNI Work Queue,MUNI Feedback,MUNI - Conduct_Unsafe_Operation,106_Collision,"2711 DIAMOND ST, SAN FRANCISCO, CA, 94131",8,Glen Park,POINT (-122.4341507 37.73585129),Phone,,37.735851287842,-122.434150695801,INGLESIDE
10389852,2019-01-22 11:49:00 UTC,2019-01-23 11:33:16 UTC,2019-01-23 11:33:16 UTC,Closed,Customer may follow up with Muni Customer Service if desired at 415.701.5649 or MuniCustomerService@SFMTA.com,MUNI Work Queue,MUNI Feedback,MUNI - Conduct_Unsafe_Operation,108_General_Careless_Operation,Intersection of 14TH AVE and WEST PORTAL AVE,7,West Portal,POINT (-122.46905518 37.73796844),Phone,,37.737968444824,-122.469055175781,TARAVAL
3433834,2014-03-07 15:00:11 UTC,2014-03-10 15:32:46 UTC,2014-03-10 15:32:46 UTC,Closed,psr 450029,MUNI Work Queue,MUNI Feedback,MUNI - Conduct_Unsafe_Operation,108_General_Careless_Operation,Intersection of 2ND ST and HARRISON ST,6,Rincon Hill,POINT (-122.39516449 37.78430939),Phone,,37.784309387207,-122.395164489746,SOUTHERN
3866076,2014-07-28 11:07:19 UTC,2014-07-31 11:02:22 UTC,2014-07-31 11:02:22 UTC,Closed,psr 458036,MUNI Work Queue,MUNI Feedback,MUNI - Conduct_Unsafe_Operation,101_Running_Red_Light_Stop_Sign,Intersection of SUTTER ST and WEBSTER ST,5,Japantown,POINT (-122.43154907 37.78630447),Phone,,37.786304473877,-122.431549072266,NORTHERN
5223246,2015-10-25 16:10:31 UTC,2015-11-04 18:11:53 UTC,2015-11-04 18:11:53 UTC,Closed,,MUNI Work Queue,MUNI Feedback,MUNI - Conduct_Unsafe_Operation,101_Running_Red_Light_Stop_Sign,Intersection of 15TH AVE and PORTOLA DR,7,West Portal,POINT (-122.46994019 37.73618698),Phone,,37.736186981201,-122.469940185547,TARAVAL
7004802,2017-04-03 13:23:19 UTC,2017-04-04 10:06:38 UTC,2017-04-04 10:06:38 UTC,Closed,"Record documented and forwarded to division manager. If follow up requested, customer to call Muni Customer Service 415-701-5649.",MUNI Work Queue,MUNI Feedback,MUNI - Conduct_Unsafe_Operation,106_Collision,Intersection of 15TH AVE and ULLOA ST,7,West Portal,POINT (-122.47122955 37.7413826),Phone,,37.741382598877,-122.471229553223,TARAVAL
8244903,2017-11-08 17:40:00 UTC,2017-11-14 08:44:00 UTC,2017-11-14 08:44:00 UTC,Closed,Customer can follow up with Muni Customer Service by calling 415-701-5649 or by e-mail at municustomerservice@sfmta.com,MUNI Work Queue,MUNI Feedback,MUNI - Conduct_Unsafe_Operation,106_Collision,Intersection of LAGUNA HONDA BLVD and WOODSIDE AVE,7,Laguna Honda,POINT (-122.45872498 37.74675369),Phone,,37.746753692627,-122.458724975586,PARK
10911026,2019-05-26 08:39:00 UTC,2019-06-27 16:43:11 UTC,2019-06-27 16:43:11 UTC,Closed,Customer may follow up with Muni Customer Service if desired at 415.701.5649 or MuniCustomerService@SFMTA.com,MUNI Work Queue,MUNI Feedback,MUNI - Conduct_Unsafe_Operation,108_General_Careless_Operation,Intersection of OCEAN AVE and JUNIPERO SERRA BLVD,7,Merced Manor,POINT (-122.47216034 37.73120499),Phone,,37.731204986572,-122.472160339355,TARAVAL
9142599,2018-06-15 15:02:00 UTC,2018-06-18 11:02:00 UTC,2018-06-18 11:02:00 UTC,Closed,"Record documented and forwarded to division manager. If follow up requested, customer to call Muni Customer Service 415-701-5649.",MUNI Work Queue,MUNI Feedback,MUNI - Conduct_Unsafe_Operation,108_General_Careless_Operation,Intersection of LOMBARD ST and DIVISADERO ST,2,Cow Hollow,POINT (-122.44264984 37.79899979),Phone,,37.798999786377,-122.442649841309,NORTHERN
3487087,2014-03-25 07:38:26 UTC,2014-03-26 11:38:29 UTC,2014-03-26 11:38:29 UTC,Closed,psr # 451028,MUNI Work Queue,MUNI Feedback,MUNI - Conduct_Unsafe_Operation,108_General_Careless_Operation,Intersection of JUNIPERO SERRA BLVD and HOLLOWAY AVE,7,Stonestown,POINT (-122.47263336 37.72156906),Phone,,37.721569061279,-122.472633361816,TARAVAL
4895609,2015-07-09 14:16:42 UTC,2015-07-10 15:52:29 UTC,2015-07-10 15:52:29 UTC,Closed,,MUNI Work Queue,MUNI Feedback,MUNI - Conduct_Unsafe_Operation,106_Collision,"130 MIRALOMA DR, SAN FRANCISCO, CA, 94127",7,Sherwood Forest,POINT (-122.46142578 37.73738098),Phone,,37.737380981445,-122.46142578125,INGLESIDE
6079441,2016-07-13 18:09:00 UTC,2016-07-15 11:54:07 UTC,2016-07-15 11:54:07 UTC,Closed,,MUNI Work Queue,MUNI Feedback,MUNI - Conduct_Unsafe_Operation,108_General_Careless_Operation,Intersection of BROTHERHOOD WAY and JUNIPERO SERRA BLVD OFF RAMP,7,Parkmerced,POINT (-122.47237396 37.71286774),Phone,,37.712867736816,-122.472373962402,TARAVAL
7005874,2017-04-03 16:26:54 UTC,2017-07-11 08:56:04 UTC,2017-07-11 08:56:04 UTC,Closed,Follow up with MCS if desired.,MUNI Work Queue,MUNI Feedback,MUNI - Conduct_Unsafe_Operation,107_Fall_Boarding_On_Board_Alighting_Injury,Intersection of 4TH ST and GENE FRIEND WAY,6,Mission Bay,POINT (-122.39098358 37.76871872),Phone,,37.768718719482,-122.390983581543,SOUTHERN
8191352,2017-10-26 18:23:00 UTC,2017-10-27 13:59:00 UTC,2017-10-27 13:59:00 UTC,Closed,Customer can follow up with Muni Customer Service by calling 415-701-5649 or by e-mail at municustomerservice@sfmta.com,MUNI Work Queue,MUNI Feedback,MUNI - Conduct_Unsafe_Operation,108_General_Careless_Operation,Intersection of 2ND ST and SOUTH PARK,6,South Beach,POINT (-122.39284515 37.78245544),Phone,,37.782455444336,-122.392845153809,SOUTHERN
7602950,2017-09-07 08:03:25 UTC,2017-09-26 10:00:00 UTC,2017-09-26 10:00:00 UTC,Closed,Follow up with MCS if desired.sJAMS,MUNI Work Queue,MUNI Feedback,MUNI - Conduct_Unsafe_Operation,108_General_Careless_Operation,Intersection of OCEAN AVE and JUNIPERO SERRA BLVD,7,Merced Manor,POINT (-122.47216034 37.73120499),Phone,,37.731204986572,-122.472160339355,TARAVAL
8265233,2017-11-14 07:18:00 UTC,2017-11-15 13:56:00 UTC,2017-11-15 13:56:00 UTC,Closed,Customer can follow up with Muni Customer Service by calling 415-701-5649 or by e-mail at municustomerservice@sfmta.com,MUNI Work Queue,MUNI Feedback,MUNI - Conduct_Unsafe_Operation,108_General_Careless_Operation,Intersection of PORTOLA DR and OSHAUGHNESSY BLVD,7,Miraloma Park,POINT (-122.45162201 37.74553299),Phone,,37.745532989502,-122.451622009277,INGLESIDE
7453367,2017-08-02 14:13:35 UTC,2017-08-03 10:24:21 UTC,2017-08-03 10:24:21 UTC,Closed,complaint escalated to transit management.,MUNI Work Queue,MUNI Feedback,MUNI - Conduct_Unsafe_Operation,108_General_Careless_Operation,Intersection of TOLAND ST and JERROLD AVE,10,Produce Market,POINT (-122.39875031 37.74409485),Phone,,37.744094848633,-122.398750305176,BAYVIEW
9138546,2018-06-14 17:45:00 UTC,2018-08-14 11:20:00 UTC,2018-08-14 11:20:00 UTC,Closed,Customer may follow up with Muni CS at (415) 701-5649 or municustomerservice@sfmta.com,MUNI Work Queue,MUNI Feedback,MUNI - Conduct_Unsafe_Operation,108_General_Careless_Operation,Intersection of LOMBARD ST and LYON ST,2,Cow Hollow,POINT (-122.44730377 37.7984581),Phone,,37.798458099365,-122.447303771973,NORTHERN
9819214,2018-11-16 23:34:00 UTC,2018-11-19 10:40:05 UTC,2018-11-19 10:40:05 UTC,Closed,Customer may follow up with Muni Customer Service if desired at 415.701.5649 or MuniCustomerService@SFMTA.com,MUNI Work Queue,MUNI Feedback,MUNI - Conduct_Unsafe_Operation,107_Fall_Boarding_On_Board_Alighting_Injury,Intersection of FILLMORE ST and GEARY BLVD,5,Japantown,POINT (-122.43291473 37.78435516),Phone,,37.784355163574,-122.432914733887,NORTHERN
9781823,2018-11-08 08:02:00 UTC,2018-12-17 08:30:09 UTC,2018-12-17 08:30:09 UTC,Closed,Customer may follow up with Muni Customer Service if desired at 415.701.5649 or MuniCustomerService@SFMTA.com,MUNI Work Queue,MUNI Feedback,MUNI - Conduct_Unsafe_Operation,101_Running_Red_Light_Stop_Sign,Intersection of THE EMBARCADERO and NORTH POINT ST,3,Fisherman's Wharf,POINT (-122.40727997 37.80741882),Phone,,37.807418823242,-122.407279968262,CENTRAL
9885165,2018-12-03 14:09:00 UTC,2018-12-04 11:20:42 UTC,2018-12-04 11:20:42 UTC,Closed,"Patron to file a claim with SF City Attorney's Office 415-554-3800. Copy of report was sent to division manager.  If follow up requested with Muni, customer to call Muni Customer Service 415-701-5649.",MUNI Work Queue,MUNI Feedback,MUNI - Conduct_Unsafe_Operation,107_Fall_Boarding_On_Board_Alighting_Injury,"513 PARNASSUS AVE, SAN FRANCISCO, CA, 94122",7,Parnassus Heights,POINT (-122.45839691 37.7632637),Phone,,37.763263702393,-122.458396911621,PARK
3658102,2014-05-19 18:13:31 UTC,2014-05-21 11:23:21 UTC,2014-05-21 11:23:21 UTC,Closed,psr 454209,MUNI Work Queue,MUNI Feedback,MUNI - Conduct_Unsafe_Operation,108_General_Careless_Operation,Intersection of CALIFORNIA ST and SPRUCE ST,2,Laurel Heights / Jordan Park,POINT (-122.45340729 37.78641891),Phone,,37.786418914795,-122.453407287598,RICHMOND
4765982,2015-05-21 17:25:37 UTC,2015-05-27 10:14:00 UTC,2015-05-27 10:14:00 UTC,Closed,to PSR #476313,MUNI Work Queue,MUNI Feedback,MUNI - Conduct_Unsafe_Operation,106_Collision,Intersection of 3RD ST and 18TH ST,10,Dogpatch,POINT (-122.38874054 37.76305008),Phone,,37.763050079346,-122.388740539551,BAYVIEW
5153260,2015-10-02 10:44:05 UTC,2015-10-15 16:25:19 UTC,2015-10-15 16:25:19 UTC,Closed,,MUNI Work Queue,MUNI Feedback,MUNI - Conduct_Unsafe_Operation,106_Collision,Intersection of MCALLISTER ST and FILLMORE ST,5,Alamo Square,POINT (-122.4317627 37.77863312),Phone,,37.778633117676,-122.431762695313,NORTHERN
6896845,2017-03-02 15:25:07 UTC,2017-06-26 13:45:14 UTC,2017-06-26 13:45:14 UTC,Closed,Follow up with MCS if desired.,MUNI Work Queue,MUNI Feedback,MUNI - Conduct_Unsafe_Operation,101_Running_Red_Light_Stop_Sign,Intersection of 19TH AVE and ROSSMOOR DR,7,Stonestown,POINT (-122.47473145 37.73036194),Phone,,37.730361938477,-122.474731445313,TARAVAL
7020475,2017-04-07 09:24:16 UTC,2017-04-10 09:47:04 UTC,2017-04-10 09:47:04 UTC,Closed,,MUNI Work Queue,MUNI Feedback,MUNI - Conduct_Unsafe_Operation,106_Collision,Intersection of JUNIPERO SERRA BLVD and SLOAT BLVD,7,Merced Manor,POINT (-122.47157288 37.73470688),Phone,,37.734706878662,-122.471572875977,TARAVAL
6889612,2017-02-28 17:16:56 UTC,2017-03-01 10:44:26 UTC,2017-03-01 10:44:26 UTC,Closed,"Record documented and forwarded to division manager. If follow up requested, customer to call Muni Customer Service 415-701-5649.",MUNI Work Queue,MUNI Feedback,MUNI - Conduct_Unsafe_Operation,108_General_Careless_Operation,Intersection of LAGUNA ST and POST ST,5,Japantown,POINT (-122.42814636 37.78578568),Phone,,37.785785675049,-122.428146362305,NORTHERN
7509524,2017-08-16 08:15:26 UTC,2017-08-17 08:56:06 UTC,2017-08-17 08:56:06 UTC,Closed,"Patron to file a claim with SF City Attorney?s Office 415-554-3800. Copy of report was sent to division manager.  If follow up requested with Muni, customer to call Muni Customer Service 415-701-5649.",MUNI Work Queue,MUNI Feedback,MUNI - Conduct_Unsafe_Operation,107_Fall_Boarding_On_Board_Alighting_Injury,Intersection of SAINT CHARLES AVE and ALEMANY BLVD,7,Merced Heights,POINT (-122.46929169 37.71059418),Phone,,37.710594177246,-122.469291687012,TARAVAL
8442571,2017-12-29 15:25:00 UTC,2018-01-03 11:35:00 UTC,2018-01-03 11:35:00 UTC,Closed,Customer can follow up with Muni Customer Service by calling 415-701-5649 or by e-mail at municustomerservice@sfmta.com,MUNI Work Queue,MUNI Feedback,MUNI - Conduct_Unsafe_Operation,108_General_Careless_Operation,Intersection of 4TH ST and KING ST,6,Mission Bay,POINT (-122.39409637 37.77638245),Phone,,37.776382446289,-122.394096374512,SOUTHERN
3176389,2013-12-17 17:24:08 UTC,2013-12-19 15:56:06 UTC,2013-12-19 15:56:06 UTC,Closed,psr 445465,MUNI Work Queue,MUNI Feedback,MUNI - Conduct_Unsafe_Operation,108_General_Careless_Operation,Intersection of ULLOA ST and WEST PORTAL AVE,7,West Portal,POINT (-122.46582794 37.7408905),Phone,,37.74089050293,-122.465827941895,TARAVAL
3961508,2014-08-28 15:57:59 UTC,2014-09-03 10:49:31 UTC,2014-09-03 10:49:31 UTC,Closed,psr 459765,MUNI Work Queue,MUNI Feedback,MUNI - Conduct_Unsafe_Operation,108_General_Careless_Operation,Intersection of LAGUNA HONDA BLVD and PLAZA ST,7,Forest Hill,POINT (-122.45962524 37.74894333),Phone,,37.748943328857,-122.459625244141,PARK
4751590,2015-05-17 10:42:27 UTC,2015-05-21 12:22:15 UTC,2015-05-21 12:22:15 UTC,Closed,476027,MUNI Work Queue,MUNI Feedback,MUNI - Conduct_Unsafe_Operation,108_General_Careless_Operation,Intersection of GENEVA AVE and SANTOS ST,10,Sunnydale,POINT (-122.42008209 37.70831299),Phone,,37.708312988281,-122.420082092285,INGLESIDE
